"Codi";"Nom";"Codi comarca";"Nom comarca";"negatius";"positius"
82536;"Santa Maria de Besora";24;"Osona";0;0
82567;"Santa Maria de Martorelles";41;"Vallès Oriental";4;0
82554;"Santa Maria de Merlès";14;"Berguedà";0;0
82573;"Santa Maria de Miralles";6;"Anoia";0;1
82592;"Santa Maria de Palautordera";41;"Vallès Oriental";28;11
431401;"Santa Oliva";12;"Baix Penedès";1;5
171848;"Santa Pau";19;"Garrotxa";2;1
82606;"Santa Perpètua de Mogoda";40;"Vallès Occidental";76;75
82613;"Santa Susanna";21;"Maresme";5;4
81923;"Santpedor";7;"Bages";16;11
431423;"Sarral";16;"Conca de Barberà";3;1
171864;"Sarrià de Ter";20;"Gironès";8;18
252017;"Sarroca de Bellera";25;"Pallars Jussà";0;0
252000;"Sarroca de Lleida";33;"Segrià";0;0
171870;"Saus, Camallera i Llampaies";2;"Alt Empordà";0;3
431439;"Savallà del Comtat";16;"Conca de Barberà";0;0
431444;"Secuita, la";36;"Tarragonès";2;0
171886;"Selva de Mar, la";2;"Alt Empordà";0;0
431457;"Selva del Camp, la";8;"Baix Camp";15;1
431460;"Senan";16;"Conca de Barberà";0;0
252022;"Senterada";25;"Pallars Jussà";1;0
250352;"Sentiu de Sió, la";23;"Noguera";2;0
82671;"Sentmenat";40;"Vallès Occidental";24;11
171903;"Serinyà";28;"Pla de l'Estany";5;2
171910;"Serra de Daró";10;"Baix Empordà";0;0
252043;"Seròs";33;"Segrià";3;2
171925;"Setcases";31;"Ripollès";0;0
252038;"Seu d'Urgell, la";4;"Alt Urgell";22;16
82690;"Seva";24;"Osona";8;3
252056;"Sidamon";27;"Pla d'Urgell";0;1
171931;"Sils";34;"Selva";12;7
82704;"Sitges";17;"Garraf";63;31
170524;"Siurana";2;"Alt Empordà";0;0
82711;"Sobremunt";24;"Osona";0;0
252069;"Soleràs, el";18;"Garrigues";0;0
431476;"Solivella";16;"Conca de Barberà";0;2
252075;"Solsona";35;"Solsonès";4;2
82726;"Sora";24;"Osona";0;0
252081;"Soriguera";26;"Pallars Sobirà";0;0
252094;"Sort";26;"Pallars Sobirà";4;3
252108;"Soses";33;"Segrià";1;3
82732;"Subirats";3;"Alt Penedès";7;2
252115;"Sudanell";33;"Segrià";1;1
252120;"Sunyer";33;"Segrià";0;0
171946;"Susqueda";34;"Selva";0;0
430445;"Sénia, la";22;"Montsià";5;0
82747;"Súria";7;"Bages";14;9
82763;"Tagamanent";41;"Vallès Oriental";0;0
82779;"Talamanca";7;"Bages";0;0
252154;"Talarn";25;"Pallars Jussà";2;0
252167;"Talavera";32;"Segarra";0;2
171959;"Tallada d'Empordà, la";10;"Baix Empordà";0;0
82785;"Taradell";24;"Osona";24;20
431482;"Tarragona";36;"Tarragonès";369;75
252192;"Tarroja de Segarra";32;"Segarra";0;0
252189;"Tarrés";18;"Garrigues";0;0
82802;"Tavertet";24;"Osona";0;0
82750;"Tavèrnoles";24;"Osona";0;0
82819;"Teià";21;"Maresme";23;10
171962;"Terrades";2;"Alt Empordà";0;0
82798;"Terrassa";40;"Vallès Occidental";657;476
82824;"Tiana";21;"Maresme";28;27
252228;"Tiurana";23;"Noguera";0;0
431495;"Tivenys";9;"Baix Ebre";1;0
431508;"Tivissa";30;"Ribera d'Ebre";1;0
82830;"Tona";24;"Osona";24;20
82845;"Tordera";21;"Maresme";29;7
82858;"Torelló";24;"Osona";14;29
252249;"Torms, els";18;"Garrigues";0;0
252252;"Tornabous";38;"Urgell";1;4
252271;"Torre de Cabdella, la";25;"Pallars Jussà";0;0
82861;"Torre de Claramunt, la";6;"Anoia";12;20
431515;"Torre de Fontaubella, la";29;"Priorat";0;0
431520;"Torre de l'Espanyol, la";30;"Ribera d'Ebre";2;0
252332;"Torre-serona";33;"Segrià";0;0
252265;"Torrebesses";33;"Segrià";0;0
431536;"Torredembarra";36;"Tarragonès";15;14
252287;"Torrefarrera";33;"Segrià";10;5
259078;"Torrefeta i Florejacs";32;"Segarra";0;1
252304;"Torregrossa";27;"Pla d'Urgell";2;1
252311;"Torrelameu";23;"Noguera";0;1
82877;"Torrelavit";3;"Alt Penedès";5;2
82883;"Torrelles de Foix";3;"Alt Penedès";1;2
82896;"Torrelles de Llobregat";11;"Baix Llobregat";13;6
171978;"Torrent";10;"Baix Empordà";0;1
252326;"Torres de Segre";33;"Segrià";20;2
171984;"Torroella de Fluvià";2;"Alt Empordà";0;0
171997;"Torroella de Montgrí";10;"Baix Empordà";11;1
431541;"Torroja del Priorat";29;"Priorat";0;0
172001;"Tortellà";19;"Garrotxa";2;1
431554;"Tortosa";9;"Baix Ebre";117;34
252234;"Torà";32;"Segarra";2;1
172018;"Toses";31;"Ripollès";0;0
172023;"Tossa de Mar";34;"Selva";2;1
252347;"Tremp";25;"Pallars Jussà";17;10
252173;"Tàrrega";38;"Urgell";23;27
252206;"Térmens";23;"Noguera";2;1
252213;"Tírvia";26;"Pallars Sobirà";0;0
82900;"Ullastrell";40;"Vallès Occidental";4;6
172057;"Ullastret";10;"Baix Empordà";0;0
431567;"Ulldecona";22;"Montsià";4;2
431573;"Ulldemolins";29;"Priorat";0;0
172044;"Ullà";10;"Baix Empordà";1;0
172039;"Ultramort";10;"Baix Empordà";0;0
172060;"Urús";15;"Cerdanya";0;0
82917;"Vacarisses";40;"Vallès Occidental";19;8
170144;"Vajol, la";2;"Alt Empordà";0;0
172076;"Vall d'en Bas, la";19;"Garrotxa";6;7
172082;"Vall de Bianya, la";19;"Garrotxa";6;2
250432;"Vall de Boí, la";5;"Alta Ribagorça";1;1
259010;"Vall de Cardós";26;"Pallars Sobirà";0;0
172095;"Vall-llobrega";10;"Baix Empordà";0;1
82922;"Vallbona d'Anoia";6;"Anoia";8;6
252385;"Vallbona de les Monges";38;"Urgell";0;0
82938;"Vallcebre";14;"Berguedà";0;0
431589;"Vallclara";16;"Conca de Barberà";0;0
252402;"Vallfogona de Balaguer";23;"Noguera";4;2
171707;"Vallfogona de Ripollès";31;"Ripollès";0;0
431592;"Vallfogona de Riucorb";16;"Conca de Barberà";0;1
82943;"Vallgorguina";41;"Vallès Oriental";13;4
82956;"Vallirana";11;"Baix Llobregat";24;16
431606;"Vallmoll";1;"Alt Camp";4;1
82969;"Vallromanes";41;"Vallès Oriental";6;4
431613;"Valls";1;"Alt Camp";76;27
259062;"Valls d'Aguilar, les";4;"Alt Urgell";0;0
252398;"Valls de Valira, les";4;"Alt Urgell";0;0
431628;"Vandellòs i l'Hospitalet de l'Infant";8;"Baix Camp";11;1
259097;"Vansa i Fórnols, la";4;"Alt Urgell";0;0
82975;"Veciana";6;"Anoia";1;0
431634;"Vendrell, el";12;"Baix Penedès";50;27
172109;"Ventalló";2;"Alt Empordà";4;0
252424;"Verdú";38;"Urgell";3;1
172116;"Verges";10;"Baix Empordà";0;0
431649;"Vespella de Gaià";36;"Tarragonès";1;0
82981;"Vic";24;"Osona";116;151
172137;"Vidreres";34;"Selva";17;9
172121;"Vidrà";24;"Osona";0;0
252430;"Vielha e Mijaran";39;"Aran";11;33
431704;"Vila-rodona";1;"Alt Camp";2;1
172305;"Vila-sacra";2;"Alt Empordà";1;0
252521;"Vila-sana";27;"Pla d'Urgell";3;0
431711;"Vila-seca";36;"Tarragonès";18;3
431652;"Vilabella";1;"Alt Camp";0;1
172142;"Vilabertran";2;"Alt Empordà";0;0
172155;"Vilablareix";20;"Gironès";6;7
82994;"Vilada";14;"Berguedà";0;0
172174;"Viladamat";2;"Alt Empordà";0;0
172168;"Viladasens";20;"Gironès";0;0
83015;"Viladecans";11;"Baix Llobregat";234;330
83008;"Viladecavalls";40;"Vallès Occidental";19;14
172180;"Vilademuls";28;"Pla de l'Estany";2;0
172207;"Viladrau";24;"Osona";3;0
172214;"Vilafant";2;"Alt Empordà";3;3
83054;"Vilafranca del Penedès";3;"Alt Penedès";87;27
252445;"Vilagrassa";38;"Urgell";1;4
172235;"Vilajuïga";2;"Alt Empordà";0;0
83067;"Vilalba Sasserra";41;"Vallès Oriental";2;23
431750;"Vilalba dels Arcs";37;"Terra Alta";0;0
252458;"Vilaller";5;"Alta Ribagorça";0;1
172240;"Vilallonga de Ter";31;"Ripollès";0;0
431665;"Vilallonga del Camp";36;"Tarragonès";8;1
172253;"Vilamacolum";2;"Alt Empordà";0;0
172266;"Vilamalla";2;"Alt Empordà";2;1
172272;"Vilamaniscle";2;"Alt Empordà";0;0
252477;"Vilamòs";39;"Aran";0;1
172288;"Vilanant";2;"Alt Empordà";1;0
431671;"Vilanova d'Escornalbou";8;"Baix Camp";1;0
252483;"Vilanova de Bellpuig";27;"Pla d'Urgell";5;0
252509;"Vilanova de Meià";23;"Noguera";0;0
431687;"Vilanova de Prades";16;"Conca de Barberà";1;0
83036;"Vilanova de Sau";24;"Osona";1;0
252516;"Vilanova de Segrià";33;"Segrià";3;1
252496;"Vilanova de l'Aguda";23;"Noguera";0;0
252542;"Vilanova de la Barca";33;"Segrià";3;0
83020;"Vilanova del Camí";6;"Anoia";66;67
89024;"Vilanova del Vallès";41;"Vallès Oriental";24;6
83073;"Vilanova i la Geltrú";17;"Garraf";167;93
431690;"Vilaplana";8;"Baix Camp";1;1
82140;"Vilassar de Dalt";21;"Maresme";22;17
82191;"Vilassar de Mar";21;"Maresme";55;35
431726;"Vilaverd";16;"Conca de Barberà";0;0
172229;"Vilaür";2;"Alt Empordà";1;0
431732;"Vilella Alta, la";29;"Priorat";1;0
431747;"Vilella Baixa, la";29;"Priorat";0;0
172333;"Vilobí d'Onyar";34;"Selva";4;2
83041;"Vilobí del Penedès";3;"Alt Penedès";1;1
172327;"Vilopriu";10;"Baix Empordà";0;0
252537;"Vilosell, el";18;"Garrigues";2;2
431763;"Vimbodí i Poblet";16;"Conca de Barberà";2;0
252555;"Vinaixa";18;"Garrigues";1;0
431779;"Vinebre";30;"Ribera d'Ebre";2;0
431785;"Vinyols i els Arcs";8;"Baix Camp";3;0
83089;"Viver i Serrateix";14;"Berguedà";0;0
430521;"Xerta";9;"Baix Ebre";5;1
250024;"Àger";23;"Noguera";10;29
81430;"Òdena";6;"Anoia";21;14
81537;"Òrrius";21;"Maresme";0;0
